
,"LISTA DE PRECIOS DELTRON"

,"Generada el :"2024-02-01 06:58:16
,"Almacen(es) :,'AREQUIPA'"
,"Almacen(es) :"
,"TIPO DE CAMBIO :3.820"
,"__________________________________"


"_______________","_______________","__________________________________","__________"
"estabilizador de tension","psapclsw500ind","regulador de voltaje automatico apc line-r 500va,3 salidas universales, 230v[@@@]regu",10,19.10, ,"","W","apc american power conver"
"estabilizador de tension","psstie1042s","estabilizador elise - fase fes-10, sólido, 1.0kva, 220v, 4 tomas a 220v, 1 toma a 110",4,27.44, ,"consultar","W","elise"
"estabilizador de tension","psstie1042xs-n","estabilizador elise - fase fxe-10, sólido, 1.0kva, 4 tomas a 220vac, 1 toma by-pass.[",7,27.54, ,"consultar","W","elise"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","FAN COOLER CPU","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"fan cooler cpu","accpute8161n","cooler para procesador teros te-8161n, intel y amd, tdp 90w máx, aire[@@@]",>20,5.01, ,"","D","teros"
"fan cooler cpu","accpute8162n","cooler para procesador te-8162n, intel y amd, tdp150w máx, aire[@@@]",>20,14.57, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, ACCESORIOS DISP","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, accesorios disp","accmaletin","maletin para proyector",13,1004.00, ,"","Z","epson"
"imagenes, accesorios disp","zzacmaletinproy","maletín para proyector ecotrend, negro.[@@@]",8,9.13, ,"","D","ecotrend"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, ESCANER DE","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, escaner de","accadv6011n","escaner de codigo de barras 1d y 2d wireless advance adv-6011, 2.4g[@@@]escaner inala",>20,38.19, ,"","D","advance computer corp"
"imagenes, escaner de","accadv6012n","escaner de plataforma adv-6012 , lector de códigoqr y código de barras.[@@@]interface",>20,55.28, ,"","D","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMPRESORA DE TINTA","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"impresora de tinta","prepl1250","impresora de tinta epson ecotank l1250, imprime /inalambrica / usb de alta velocidad[",5,126.63, ,"","W","epson"
"impresora de tinta","prepscf170","impresora de sublimacion epson surecolor f170, interfaz usb 2.0, inalambrica (802.11b",3,281.40, ,"","W","epson"
"impresora de tinta","prhp1f3y2a","impresora all-in-one de tinta hp smart tank 580, imprime, escanea, copia/wi-fi/bt/usb",9,149.34, ,"","W","hp consumo"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMPRESORA MULTIFUN TINTA","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"impresora multifun tinta","prcang610","multifuncional fotografica canon pixma g610, imprime/escanea/copia/wifi/usb[@@@]la im",1,218.09, ,"","W","canon"
"impresora multifun tinta","prepl3210","multifuncional de tinta epson ecotank l3210, imprime / escanea / copia / usb[@@@]velo",13,148.24, ,"","W","epson"
"impresora multifun tinta","prepl3250","multifuncional de tinta epson l3250, usb de alta velocidad (compatible con usb 2.0)[@",2,172.86, ,"","W","epson"
"impresora multifun tinta","prepl4260","multifuncional de tinta epson l4260, usb de alta velocidad (compatible con usb 2.0)[@",>20,200.00, ,"","W","epson"
"impresora multifun tinta","prepl5590","impresora multifuncional epson ecotank l5590, imprime/escanea/copia/fax/usb/lan/wi-fi",16,234.67, ,"","W","epson"
"impresora multifun tinta","prepl6270","multifuncional de tinta epson l6270, usb de alta velocidad (compatible con usb 2.0)[@",>20,313.56, ,"","W","epson"
"impresora multifun tinta","prepl8180","multifuncional de tinta epson ecotank l8180, imprime/escanea/copia, lan/wi-fi/usb 2.0",4,773.85, ,"","W","epson"
"impresora multifun tinta","prhpsmrtank530","multifuncional de tinta hp smart tank 530, impresión/escaneo/copia.[@@@]conectividad ",4,218.09, ,"","W","hp consumo"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMPRESORA TERMICA","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"impresora termica","pradv7011n","impresora termica inalámbrica advance adv-7011, velocidad de impresion 90 mm/seg.[@@@",>20,38.19, ,"","D","advance computer corp"
"impresora termica","pradv8010n","impresora termica advance adv-8010, velocidad de impresion 300 mm/seg ,usb+lan[@@@]im",15,83.42, ,"","D","advance computer corp"
"impresora termica","pradv9010n","impresora termica de etiquetas advance adv-9010, velocidad 127 mm/seg ,usb y bt[@@@]i", ,72.36, ,"","D","advance computer corp"
"impresora termica","preptmt20iii","impresora termica epson tm-t20iii, velocidad de impresión 250 mm/seg, interfaz usb.[@",2,148.74, ,"","P","epson"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI7 S1200","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci7 s1200","mbasb560m-a","motherboard asus prime b560m-a, intel b560, lga1200, ddr4, lan, 2 x hdmi, 1 x dp, usb",>20,83.92, ,"","P","asus"
"mb ci7 s1200","mbash510m-e","motherboard asus prime h510m-e intel h510 lga1200, vga, hdmi, dp, lan, usb 3.2 gen1, ",>20,64.22, ,"","P","asus"
"mb ci7 s1200","mbash510m-kr20","motherboard asus prime h510m-k r2.0 chipset intelh470, lga1200, micro atx[@@@]soporta",20,64.22, ,"","P","asus"
"mb ci7 s1200","mbgbh410ms2hv2","motherboard gigabyte h410m s2h v2 (rev. 1.0) chipset intel h470, lga1200, micro atx[@",>20,59.50, ,"","P","gigabyte"
"mb ci7 s1200","mbgbh510mh","motherboard gigabyte h510m h, chipset intel h510,lga1200, matx[@@@]soporta procesador",2,62.11, ,"","P","gigabyte"
"mb ci7 s1200","mbmsb560mpro-e","motherboard msi b560m pro-e, chipset intel b560, lga1200, matx[@@@]soporta procesador",9,59.80, ,"","P","msi"
"mb ci7 s1200","mbmsh510m-bpro","motherboard msi pro h510m-b chipset intel h470, lga1200, hdmi, vga, matx[@@@]soporta ",15,53.77, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR4","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr4","mbasb760m-kd4","motherboard asus prime b760m-k d4, chipset intel b760, lga1700, matx[@@@]soporta proc",>20,100.40, ,"","P","asus"
"mb ci9 s1700 ddr4","mbash610m-kd4","motherboard asus prime h610m-k d4, chipset intel h610, lga1700, matx[@@@]soporta proc",18,71.15, ,"","P","asus"
"mb ci9 s1700 ddr4","mbgbz790dd4","motherboard gigabyte z790 d ddr4 (rev. 1.0) chipset intel z790, lga1700, atx[@@@]sopo",1,196.98, ,"","P","gigabyte"
"mb ci9 s1700 ddr4","mbmsb760m-pddr4","motherboard msi pro b760m-p ddr4, chipset intel b760, lga1700, hdmi, dp, vga, matx.[@",>20,94.37, ,"","P","msi"
"mb ci9 s1700 ddr4","mbmsh610m-gddr4","motherboard msi pro h610m-g ddr4, chipset intel h610, lga1700, matx[@@@]soporta proce",18,66.83, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR4 GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr4 gaming","mbmsb760thkwfd4","motherboard msi mag b760 tomahawk wifi ddr4, chipset intel b760, lga1700, atx[@@@]sop",1,190.85, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR5","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr5","mbasb760m-a","motherboard asus prime b760m-a chipset intel b760, lga1700, micro atx[@@@]soporta pro",>20,133.16, ,"","P","asus"
"mb ci9 s1700 ddr5","mbgbb760mds3ha5","motherboard gigabyte b760m ds3h ax (rev. 1.0) chipset intel b760, lga1700, micro atx[",2,138.19, ,"","P","gigabyte"
"mb ci9 s1700 ddr5","mbgbb760mds3hd5","motherboard gigabyte b760m ds3h (rev. 1.0) chipset intel b760, lga1700, micro atx[@@@",10,124.12, ,"","P","gigabyte"
"mb ci9 s1700 ddr5","mbgbb760med5","motherboard gigabyte b760m e (rev. 1.0) chipset intel b760, lga1700, micro atx[@@@]so",4,95.48, ,"","P","gigabyte"
"mb ci9 s1700 ddr5","mbmsb760m-awifi","motherboard msi pro b760m-a wifi, chipset intel b760, lga1700, hdmi x2, dp x2, matx[@",18,149.75, ,"","P","msi"
"mb ci9 s1700 ddr5","mbmsb760m-pddr5","motherboard msi pro b760m-p, chipset intel b760, lga1700, hdmi, dp, vga, matx[@@@]sop",15,112.06, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR5 GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr5 gaming","mbasb760mpwftd5","motherboard asus tuf gaming b760m-plus wifi, chipset intel b760, lga1700, micro atx[@",3,182.81, ,"","P","asus"
"mb ci9 s1700 ddr5 gaming","mbasz790-awf","motherboard asus prime z790-a wifi, chipset intelz790, lga1700, atx[@@@]soporta proce",1,293.96, ,"","P","asus"
"mb ci9 s1700 ddr5 gaming","mbasz790-pd5","motherboard asus prime z790-p, chipset intel z790, lga1700, atx[@@@]soporta procesado",1,216.98, ,"","P","asus"
"mb ci9 s1700 ddr5 gaming","mbgbb760aorelax","motherboard gigabyte b760 aorus elite ax (rev. 1.0) chipset intel b760, lga1700, atx[",1,200.90, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbgbb760gmgxax5","motherboard gigabyte b760 gaming x ax ddr5 (rev.1.0) chipset intel b760, lga1700, atx",2,173.76, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbgbz790aoeltax","motherboard gigabyte z790 aorus elite ax (rev. 1.0), chipset intel z790, lga1700, atx",1,256.17, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbgbz790gmgxax","motherboard gigabyte z790 gaming x ax (rev. 1.0),chipset intel z790, socket lga1700, ", ,242.10, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbgbz790udac","motherboard gigabyte z790 ud ac (rev. 1.0) chipset intel z790, lga1700, atx[@@@]sopor",1,203.01, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbgbz790udax","motherboard gigabyte z790 ud ax (rev. 1.0) chipset intel z790, lga1700, atx[@@@]sopor",1,233.66, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbmsb760gmgpwf","motherboard msi b760 gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@@",8,154.27, ,"","P","msi"
"mb ci9 s1700 ddr5 gaming","mbmsb760mmowfd5","motherboard msi mag b760m mortar wifi, chipset intel b760, lga1700, hdmi, dp, matx[@@",20,179.39, ,"","P","msi"
"mb ci9 s1700 ddr5 gaming","mbmsb760thkwfd5","motherboard msi mag b760 tomahawk wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@",2,200.90, ,"","P","msi"
"mb ci9 s1700 ddr5 gaming","mbmsz790amxwifi","motherboard msi pro z790-a max wifi, chipset intel z790, lga1700, hdmi, dp, atx[@@@]s", ,258.79, ,"","P","msi"
"mb ci9 s1700 ddr5 gaming","mbmsz790thkwifi","motherboard msi mag z790 tomahawk wifi, chipset intel z790, lga1700, atx[@@@]soporta ",1,317.48, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM4 AMD","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am4 amd","mbasa320m-k","motherboard asus prime a320m-k, am4, amd a320, ddr4, sata 6.0, usb 3.1, vd/sn/nw.[@@@",8,53.77, ,"","P","asus"
"mb socket am4 amd","mbasa520m-k","motherboard asus prime a520m-k, chipset amd a520,socket amd am4, micro atx[@@@]soport",17,51.96, ,"","P","asus"
"mb socket am4 amd","mbasa520maiicsm","motherboard asus prime a520m-a ii/csm, chipset amd a520, socket amd am4, matx[@@@]sop",>20,66.33, ,"","P","asus"
"mb socket am4 amd","mbasb550-plus","motherboard asus prime b550-plus, chipset amd b550, socket amd am4, atx[@@@]soporta p",3,127.53, ,"","P","asus"
"mb socket am4 amd","mbgba520mds3h","motherboard gigabyte a520m ds3h (rev. 1.0), am4, ddr4, hdmi, dvi-d, dp, hd audio.[@@@",4,66.23, ,"","P","gigabyte"
"mb socket am4 amd","mbgba520mh","motherboard gigabyte a520m h (rev. 1.x), amd a520, am4, ddr4, lan, audio hd, dvi-d, h",>20,62.21, ,"","P","gigabyte"
"mb socket am4 amd","mbgba520mkv2","motherboard gigabyte a520m k v2 (rev. 1.0) chipset amd a520, socket am4, micro atx[@@",>20,60.20, ,"","P","gigabyte"
"mb socket am4 amd","mbmsb450mprvdmx","motherboard msi b450 pro vdh max, am4, b450, ddr4, sata 6.0, usb 3.2[@@@]soporta proc",>20,64.82, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM4 AMD GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am4 amd gaming","mbasb550mtgpwf2","motherboard asus tuf gaming b550m-plus wifi ii chipset amd b550, socket amd am4, micr",8,152.66, ,"","P","asus"
"mb socket am4 amd gaming","mbasx570plgmgwf","motherboard asus rog tuf gaming x570-plus (wi-fi), chipset amd x570, amd socket am4, ",1,193.97, ,"","P","asus"
"mb socket am4 amd gaming","mbgbb550aoelax2","motherboard gigabyte b550 aorus elite ax v2 (rev.1.0) chipset amd b550 socket amd am4",2,167.73, ,"","P","gigabyte"
"mb socket am4 amd gaming","mbmsb550tomhawk","motherboard msi mag b550 tomahawk, amd b550, am4 socket, hdmi, dp, usb 3.2 gen 2[@@@]",3,174.87, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM5 AMD","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am5 amd","mbgba620ms2h","motherboard gigabyte a620m s2h (rev. 1.0) chipsetamd a620, socket am5, micro atx[@@@]",7,104.02, ,"","P","gigabyte"
"mb socket am5 amd","mbgbb650mds3hg1","motherboard gigabyte b650m ds3h, chipset amd b650, socket amd am5, matx[@@@]soporta p",2,192.46, ,"","P","gigabyte"
"mb socket am5 amd","mbmsa620m-epro","motherboard msi pro a620m-e, chipset amd a620, socket am5, hdmi, vga, matx[@@@]soport",5,77.28, ,"","P","msi"
"mb socket am5 amd","mbmsprob650-pwf","motherboard msi pro b650-p wifi, chipset amd b650, socket amd am5, atx[@@@]soporta pr",1,201.90, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM5 AMD GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am5 amd gaming","mbgba620mgmgx","motherboard gigabyte a620m gaming x (rev. 1.0) chipset amd a620, socket am5, micro at",5,106.03, ,"","P","gigabyte"
"mb socket am5 amd gaming","mbgbb650aoproax","motherboard gigabyte b650 aorus pro ax, chipset amd b650, socket amd am5, atx[@@@]sop",2,326.52, ,"","P","gigabyte"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR3 1600 PC3-12800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr3 1600 pc3-12800","me8gkvr16ln118w","memoria kingston, 8gb ddr3-1600mhz pc3-12800, cl11, 1.35v, 240-pin, non-ecc[@@@]",18,29.35, ,"","P","kingston"
"mem ddr3 1600 pc3-12800","me8gtgd38g1600h","memoria tg elite plus ddr3 8gb ddr3-1600 mhz, cl-11, 1.5v[@@@]",7,16.88, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR4 2666 PC4-21300","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr4 2666 pc4-21300","me16gkf426c16bb","memoria kingston fury beast, 16gb, ddr4, 2666 mhz, pc4-21300, cl16, 1.2v.[@@@]",>20,33.77, ,"","P","kingston"
"mem ddr4 2666 pc4-21300","me16kvr26n19s8","memoria kingston kvr26n19s8/16, 16gb, ddr4, 2666 mhz, pc4-21300, dimm, cl-19, 1.2v[@@",13,30.14, ,"","P","kingston"
"mem ddr4 2666 pc4-21300","me16tgd416g2666","memoria teamgroup elite, 16gb, ddr4 2666 mhz, cl-19, 1.2v[@@@]",4,28.09, ,"","P","teamgroup"
"mem ddr4 2666 pc4-21300","me16tlzrd416g26","memoria tg t-force vulcan z, 16gb, ddr4-2666 mhz,1.2v, cl18-18-18-43[@@@]",4,28.54, ,"","P","teamgroup"
"mem ddr4 2666 pc4-21300","me4gpyd42666tbp","memoria pny 4gb performance ddr4 2666 mhz, pc4-21300, dimm, cl19, 1.2v, 288-pines.[@@",>20,9.90, ,"","F","pny technologies"
"mem ddr4 2666 pc4-21300","me8gcovex4m1a26","memoria corsair vengeance lpx, 8gb, ddr4, 2666 mhz, pc4-21300, cl-16, 1.2v[@@@]soport",10,19.10, ,"","P","corsair"
"mem ddr4 2666 pc4-21300","me8gcovex4m1a2r","memoria corsair vengeance lpx, 8gb, ddr4, 2666 mhz, pc4-21300, cl-16, 1.2v[@@@]soport",7,19.10, ,"","P","corsair"
"mem ddr4 2666 pc4-21300","me8gkcp426ns8","memoria kingston kcp426ns8/8, 8gb, ddr4, 2666 mhz, pc4-21300, cl19, non-ecc, 1.2v.[@@",1,18.99, ,"","P","kingston"
"mem ddr4 2666 pc4-21300","me8gkf426c16bb8","memoria kingston fury beast, 8gb ddr4 2666 mhz, pc4-21300, cl16, 1.2v.[@@@]",3,18.99, ,"","P","kingston"
"mem ddr4 2666 pc4-21300","me8gkvr26n19s6","memoria kingston kvr26n19s6/8, 8gb, ddr4 2666 mhz, pc4-21300, dimm, cl-19, 1.2v[@@@]",5,17.19, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR4 3200 PC4-25600","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr4 3200 pc4-25600","me16cox4m2e320w","kit de memorias corsair vengeance rgb pro sl 16gb(2 x 8gb), ddr4-3200mhz, cl16, 1.35v",7,45.83, ,"","P","corsair"
"mem ddr4 3200 pc4-25600","me16ghp7eh68aa","memoria hp v6 series, 16gb, ddr4, 3200 mhz, pc4-25600, cl-16, 1.35v[@@@] ",>20,34.07, ,"","P","hp memorias ram"
"mem ddr4 3200 pc4-25600","me16gkcp432ns8","memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",4,37.79, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16gkf432c16bf","memoria kingston fury beast, 16gb, ddr4, 3200 mhz, pc4-25600, cl16, 1.35v.[@@@]",>20,35.07, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16gpyd43200lp","memoria pny xlr8 16gb ddr4-3200 mhz, pc4-25200, dimm, cl16, 1.35v, 288-pines.[@@@]",6,33.97, ,"","P","pny technologies"
"mem ddr4 3200 pc4-25600","me16gtf3200hc1w","memoria t-force delta rgb, 16gb, ddr4 3200 mhz, cl-16, 1.35v[@@@]",11,35.98, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me16gtf3200hctd","memoria tg t-force delta tuf gaming rgb, 16gb, ddr4-3200 mhz, cl16-20-20-40 1.35v[@@@",17,35.98, ,"","F","teamgroup"
"mem ddr4 3200 pc4-25600","me16kf432c16bb2","memoria kingston fury beast rgb black, 16gb ddr4 3200 mhz, pc4-25600, cl16, 1.35v.[@@",5,39.50, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16kf432c16rb1","memoria kingston fury renegade, 16gb ddr4 3200 mhz, pc4-25600, cl16, 1.35v, rgb.[@@@]",1,43.42, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16tf3200hc16f","memoria teamgroup t-force vulcan tuf gaming alliance ddr4, 16gb ddr4-3200mhz, cl16, 1",>20,31.10, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me16tfzgd432hc1","memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",>20,31.10, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me16tfzrd432hc1","memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",>20,31.10, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me32gtfdt32brgb","memoria teamgroup t-force delta rgb, 32gb ddr4-3200mhz, cl-16, 1.35v, negro.[@@@]",5,67.84, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me32kf432c16bb2","memoria kingston fury beast 32gb ddr4-3200mhz pc4-25600, cl16, 1.35v, 288-pin, rgb, d",10,70.55, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8ghp7eh67aa","memoria hp v6 series, 8gb, ddr4, 3200 mhz, pc4-25600, cl-16, 1.35v[@@@]",>20,17.59, ,"","P","hp memorias ram"
"mem ddr4 3200 pc4-25600","me8gkcp432ns6","memoria kingston kcp432ns6/8, dimm 8gb ddr4-3200 mhz, cl22, 1.2v, non-ecc.[@@@]",>20,22.51, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkf432c16bb2","memoria kingston fury beast rgb black 8gb ddr4-3200 mhz, pc4-25600, cl16, 1.35v, non-",1,23.32, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkf432c16bb8","memoria kingston fury beast, 8gb, ddr4-3200mhz, pc4-25600, cl16, 1.35v, 288-pines, xm",>20,19.80, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkf432c16rgb","memoria kingston fury beast 8gb ddr4-3200 mhz, pc4-25600, cl16, 1.35v, 288-pin, non-e",15,23.32, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkvr32n22s6","memoria kingston 8gb ddr4-3200 mhz, pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",>20,17.03, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gtf3d48g320d","memoria teamgroup delta rgb ddr4, 8gb ddr4-3200mhz pc4-25600, cl16, 1.35v (1x8gb)[@@@",2,21.00, ,"","F","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtf3d48g320w","memoria teamgroup t-force delta rgb, 8gb, ddr4 3200 mhz, cl-16, 1.35v[@@@]",>20,21.00, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtfgd48g3200","memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",>20,18.44, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtfgd48g320r","memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",>20,18.44, ,"","F","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtfyd48g32tf","memoria tg t-force vulcan tuf, 8gb ddr4-3200 mhz,cl16, 1.35v[@@@]",>20,18.44, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR4 3600 PC4-28800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr4 3600 pc4-28800","me16kf436c18bb2","memoria kingston fury beast rgb black, 16gb, ddr4-3600mhz, pc4-28800, cl18, 1.35v, no",5,43.16, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me16kf436c18rb2","memoria dimm kingston fury renegade 32gb ddr4-3600mhz pc4-28800, cl18, 1.35v, 288-pin",5,82.31, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me8ghp7eh74aa","memoria hp v6 series, 8gb, ddr4, 3600 mhz, pc4-28800, cl-18, 1.35v[@@@]",15,21.51, ,"","P","hp memorias ram"
"mem ddr4 3600 pc4-28800","me8gkf436c16rb2","memoria dimm kingston fury renegade 8gb ddr4-3600mhz pc4-28800, cl16, 1.35v, 288-pin,",2,29.09, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me8gkf436c16rba","memoria kingston fury renegade 8gb ddr4-3600 mhz pc4-28800, cl16, 1.35v, 288-pin, non",2,29.09, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me8gkf436c17bb8","memoria kingston fury beast, 8gb, ddr4 3600 mhz, pc4-28800, cl17, 1.35v.[@@@]",7,21.51, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me8gkf436c17bba","memoria kingston fury beast 8gb ddr4-3600 mhz, pc4-28800, cl17, 1.35v, 288-pin, non-e",3,25.68, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 4800 PC5-38400","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 4800 pc5-38400","me16gkf548c38bb","memoria kingston fury beast 16gb ddr5-4800mhz, pc5-38400 cl38, 1.1v, 288-pin, xmp 3.0",4,52.76, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 5200 PC5-41600","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 5200 pc5-41600","me16gkf552c4arg","memoria kingston fury beast 16gb ddr5-5200mhz pc5-41600 cl40, 1.25v, 288-pin, xmp 3.0",1,58.09, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16kf552c40bb1","memoria kingston fury beast 16gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xm",1,53.47, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16kf552c40bw","memoria dimm kingston fury beast white, 16gb ddr5-5200mhz pc5-41600, cl40, 1.25v, non",6,52.01, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16kf552c40bwe","memoria dimm kingston fury beast white expo, 16gbddr5-5200mhz pc5-41600, cl36, 1.25v[",1,52.01, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16tfd5200hc4w","memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5200mhz, pc5-41600, cl40, 1.25v[@",2,47.99, ,"","P","teamgroup"
"mem ddr5 5200 pc5-41600","me8gkf552c40bb8","memoria kingston fury beast 8gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xmp",1,31.76, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me8gkf552c4argb","memoria kingston fury beast 8gb ddr5-5200mhz pc5-41600, cl40, 1.25v, 288-pin, xmp 3.0",1,36.78, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 5600 PC5-44800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 5600 pc5-44800","me16gkf556c40bb","memoria kingston fury beast 16gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, dimm[",2,56.18, ,"","P","kingston"
"mem ddr5 5600 pc5-44800","me32tfdt5600hcn","mem ram 32g tf delt rgb black",2,87.33, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me8gkf556c40bf","memoria kingston fury beast 8gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, non-ec",6,33.01, ,"","P","kingston"
"mem ddr5 5600 pc5-44800","me8gkf556c4argb","memoria kingston fury beast 8gb ddr5-5600mhz pc5-44800 cl40, 1.25v, 288-pin, xmp 3.0,",5,37.94, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
